url,issue,priority
https://donau-ries-haustechnik.de/ph_news/toto-dusch-wc/,10 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/turboflush-spueltechnik-_wc_acanto_geberit/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/turboflush-spueltechnik-_wc_acanto_geberit/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/turboflush-spueltechnik-_wc_acanto_geberit/,11 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-derby-aquawash/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/vigour-derby-aquawash/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-derby-aquawash/,21 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-individual-grace/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/vigour-individual-grace/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-individual-grace/,8 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-vogue-doppelwaschtischschale/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/vigour-vogue-doppelwaschtischschale/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/vigour-vogue-doppelwaschtischschale/,6 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/vigour_smart/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/vigour_smart/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/vigour_smart/,12 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/vigour_white_2023/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/vigour_white_2023/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/vigour_white_2023/,19 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/was-ist-eigentlich-ein-washlet/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/was-ist-eigentlich-ein-washlet/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/was-ist-eigentlich-ein-washlet/,11 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/wassersparen-imbadezimmer/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/wassersparen-imbadezimmer/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/wassersparen-imbadezimmer/,11 image(s) missing alt text,Medium
https://donau-ries-haustechnik.de/ph_news/worauf-es-beim-kauf-eines-dusch-wcs-ankommt/,Missing meta description,High
https://donau-ries-haustechnik.de/ph_news/worauf-es-beim-kauf-eines-dusch-wcs-ankommt/,H1 count is 2,Medium
https://donau-ries-haustechnik.de/ph_news/worauf-es-beim-kauf-eines-dusch-wcs-ankommt/,12 image(s) missing alt text,Medium
